query_id	query_text	class_label
train-1812	my insurance plan needs to be changed	insurance_change
train-1813	how do i apply for new insurance	insurance_change
train-1814	can you help me get on a new united healthcare insurance plan	insurance_change
train-1815	i need a new house insurance plan	insurance_change
train-1816	i want to get a new car insurance plan	insurance_change
train-1817	what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan	insurance_change
train-1818	i gotta switch to a new insurance plan	insurance_change
train-1819	how do i make my insurance policy different	insurance_change
train-1820	how do i change my current insurance to a new plan with lower co-pay	insurance_change
train-1821	i'd like a new life insurance plan	insurance_change
train-1822	i am hoping to switch insurance plans	insurance_change
train-1823	i need new health insurance	insurance_change
train-1824	how can i get new insurance, please	insurance_change
train-1825	i would like to alter my insurance plan	insurance_change
train-1826	what do i do for new insurance	insurance_change
train-1827	help me modify my insurance policy	insurance_change
train-1828	walk me through making changes to my insurance policy	insurance_change
train-1829	website to start aaa new insurance plan	insurance_change
train-1830	i need to get on a new united healthcare insurance plan	insurance_change
train-1831	i need new health care coverage	insurance_change
train-1832	how to create a new aaa insurance plan	insurance_change
train-1833	i need to know how to change my insurance	insurance_change
train-1834	i am in need of a switch to my insurance plan	insurance_change
train-1835	i'd like to get on a new united healthcare plan	insurance_change
train-1836	i would like you to help me get on another united healthcare insurance plan	insurance_change
train-1837	how is new insurance gotten	insurance_change
train-1838	aaa insurance start new plan	insurance_change
train-1839	switch my insurance plan to a new one	insurance_change
train-1840	i need a newer insurance plan	insurance_change
train-1841	i am interested in acquiring new insurance	insurance_change
train-1842	help make changes to my insurance policy	insurance_change
train-1843	i need new insurance, how do i get it	insurance_change
train-1844	i need new insurance but dont know how to get it	insurance_change
train-1845	my insurance policy needs to be adjusted	insurance_change
train-1846	where do i go to get new insurance	insurance_change
train-1847	how do i alter my insurance policy	insurance_change
train-1848	what is the protocol for modifying my insurance policy	insurance_change
train-1849	i need help acquiring new insurance	insurance_change
train-1850	what are ways to improve my credit	improve_credit_score
train-1851	how can i ensure my credit score doesn't drop	improve_credit_score
train-1852	give me a recommendation to improve my credit score	improve_credit_score
train-1853	what can i do to raise my credit score	improve_credit_score
train-1854	how do i keep my credit score from dropping	improve_credit_score
train-1855	is it true a hard pull hurts my credit score	improve_credit_score
train-1856	are there ways for me to make my credit score better	improve_credit_score
train-1857	i'm not sure if this will hurt my credit score	improve_credit_score
train-1858	what are the best ways to build my credit score	improve_credit_score
train-1859	is it true that opening a new account can decrease your credit score	improve_credit_score
train-1860	can i harm my credit if i miss a car payment	improve_credit_score
train-1861	tell me if the following thing can hurt my credit score	improve_credit_score
train-1862	how do i maintain my credit score	improve_credit_score
train-1863	what factors can ruin a credit score	improve_credit_score
train-1864	will checking your credit lower my score	improve_credit_score
train-1865	i'd like to make my credit score better	improve_credit_score
train-1866	do you know if bouncing one check on your checking account can hurt your credit score or not	improve_credit_score
train-1867	what steps can i take to make sure my credit score doesn't go down	improve_credit_score
train-1868	what lowers credit score	improve_credit_score
train-1869	give me tips on maintaining good credit	improve_credit_score
train-1870	i'd like to find ways to improve my credit score	improve_credit_score
train-1871	what are some of the ways that i can see an improvement in my credit score	improve_credit_score
train-1872	how to improve a credit score	improve_credit_score
train-1873	how do i prevent my credit score from lowering	improve_credit_score
train-1874	what lowers you credit score	improve_credit_score
train-1875	what are some way s i can do to improe my credit score	improve_credit_score
train-1876	how do i make my credit score better	improve_credit_score
train-1877	how can i protect my credit rating	improve_credit_score
train-1878	show me some ways to build my credit score	improve_credit_score
train-1879	what can i do to keep my credit in good standing	improve_credit_score
train-1880	help me build my credit score by showing me some ways on how to	improve_credit_score
train-1881	i heard that opening a new account will decrease my credit score, is it true	improve_credit_score
train-1882	how can i make my credit score better	improve_credit_score
train-1883	what are some ways to keep my credit score up	improve_credit_score
train-1884	would being late hurt my credit	improve_credit_score
train-1885	how do i keep good credit	improve_credit_score
train-1886	how to keep credit score high	improve_credit_score
train-1887	tell me if opening a new account will decrease my credit score	improve_credit_score
train-1888	is there a quick way to improve my credit score	improve_credit_score
train-1889	please confirm that opening a new account can decrease your credit score	improve_credit_score
train-1890	how to improve my credit score	improve_credit_score
train-1891	what can i do to maintain good credit	improve_credit_score
train-1892	tell me how to improve my credit score	improve_credit_score
train-1893	what can i do to improve my credit score	improve_credit_score
train-1894	tell me ways to improve my credit score	improve_credit_score
train-1895	how can i stop my credit score from dropping	improve_credit_score
train-1896	how can i go about improving my credit score	improve_credit_score
train-1897	will doing this hurt my credit score	improve_credit_score
train-1898	are there any new harmful things that could affect my credit score	improve_credit_score
train-1899	can i protect my credit score	improve_credit_score
train-1900	what kind of entertainment is available in chicago	travel_suggestion
train-1901	what are the main attractions in gatlinburg	travel_suggestion
train-1902	what are some fun things i can partake in in atlanta	travel_suggestion
train-1903	help me find things to do in nashville	travel_suggestion
train-1904	please suggest some fun tourist activities in tokyo	travel_suggestion
train-1905	are there any interesting things to do in atlanta, georgia	travel_suggestion
train-1906	when visiting chicago, what things can i do there	travel_suggestion
train-1907	where should i travel if i want to visit some history museums	travel_suggestion
train-1908	where is the best winery in the south of france	travel_suggestion
train-1909	where should i book my next trip	travel_suggestion
train-1910	what's a good use of my time in toronto	travel_suggestion
train-1911	name some things i should do while in evans	travel_suggestion
train-1912	what do tourists do in tokyo	travel_suggestion
train-1913	what's there to do in seattle	travel_suggestion
train-1914	what's the funnest thing for a tourist to do in iceland	travel_suggestion
train-1915	what do people in sioux falls do for fun	travel_suggestion
train-1916	show me some things to do in gatlinburg	travel_suggestion
train-1917	name some tourist things to do in chicago	travel_suggestion
train-1918	what kinds of fun touristy things are there to do in boston	travel_suggestion
train-1919	what are some hot travel destinations	travel_suggestion
train-1920	what are some fun things to do in sweden	travel_suggestion
train-1921	where should i travel if i want to go to a nice beach	travel_suggestion
train-1922	where's a good place to go if i want to see mountains	travel_suggestion
train-1923	what do you suggest for entertainment in tampa, florida	travel_suggestion
train-1924	what are some touristy things to do in boston	travel_suggestion
train-1925	what's a good place to travel to	travel_suggestion
train-1926	are there any fun tourist activities in australia	travel_suggestion
train-1927	what things can i do in portland	travel_suggestion
train-1928	can you give me some suggestions to go site seeing when i get there	travel_suggestion
train-1929	name the five star attractions in gatlinburg	travel_suggestion
train-1930	is there anything fun to do in berlin	travel_suggestion
train-1931	do you know of any activities in nashville	travel_suggestion
train-1932	is there anything fun to do in manassas, virginia	travel_suggestion
train-1933	in austin, what are some tourist things to do	travel_suggestion
train-1934	are there any fun tourist things to do in boston	travel_suggestion
train-1935	what do you recommend to do in vegas	travel_suggestion
train-1936	tell me some things to see in tampa	travel_suggestion
train-1937	where should i travel to next	travel_suggestion
train-1938	what experiences does kentucky offer	travel_suggestion
train-1939	what can i do in nashville	travel_suggestion
train-1940	what things are there to do in portland	travel_suggestion
train-1941	give me some awesome travel destinations	travel_suggestion
train-1942	what are some things i can do in portland	travel_suggestion
train-1943	name some tourist things to do in seattle	travel_suggestion
train-1944	what things are there to do in kentucky	travel_suggestion
train-1945	are there any interesting activities to do in austin	travel_suggestion
train-1946	what sites are there to see when in evans	travel_suggestion
train-1947	where should i spend my time off	travel_suggestion
train-1948	could you tell me what fun tourist things i could do in tokyo	travel_suggestion
train-1949	what's the best place to travel to this time of year	travel_suggestion
train-1950	help me roll a dice	roll_dice
train-1951	i'd like a 7 sided dice roll please	roll_dice
train-1952	please roll dice	roll_dice
train-1953	throw the dice	roll_dice
train-1954	i want you to roll a dice	roll_dice
train-1955	will you roll a 6 sided dice	roll_dice
train-1956	give me a random number between 1 and 6	roll_dice
train-1957	can you roll the 12 sided dice please	roll_dice
train-1958	could you roll the 8 sided dice	roll_dice
train-1959	roll the dice	roll_dice
train-1960	please roll a 6 sided dice	roll_dice
train-1961	the dice need to be rolled	roll_dice
train-1962	roll a die with 6 sides please	roll_dice
train-1963	go ahead and roll the dice	roll_dice
train-1964	roll a die	roll_dice
train-1965	provide a random roll of the dice	roll_dice
train-1966	roll the 10 sided dice on time	roll_dice
train-1967	roll this dice	roll_dice
train-1968	can you roll the dice	roll_dice
train-1969	i need a 10 sided die rolled	roll_dice
train-1970	can you roll dice	roll_dice
train-1971	i need an algorithm to give me the result of rolling one twelve sided die	roll_dice
train-1972	roll a pair of six sided dice	roll_dice
train-1973	i'd like you to roll dice	roll_dice
train-1974	can you roll a 6 sided dice	roll_dice
train-1975	i want to roll some dice	roll_dice
train-1976	toss a die would you	roll_dice
train-1977	can you roll a 4 sided dice	roll_dice
train-1978	roll dice please	roll_dice
train-1979	what number do you get when you roll one six sided die	roll_dice
train-1980	could you roll a 6 sided dice	roll_dice
train-1981	ai, please roll the dice	roll_dice
train-1982	give the dice a roll	roll_dice
train-1983	roll a dice for me	roll_dice
train-1984	roll a dice and give me a number from 1 to 6	roll_dice
train-1985	i'd like you to roll a 6 sided dice	roll_dice
train-1986	roll die, 6 sided	roll_dice
train-1987	6 sided dice roll	roll_dice
train-1988	i'd like to know how much you get when you roll a ten sided dice	roll_dice
train-1989	go ahead and roll that 9 sided dice	roll_dice
train-1990	please do a dice roll	roll_dice
train-1991	roll a pair of dice	roll_dice
train-1992	roll a pair of eight sided dice	roll_dice
train-1993	could you role a ten sided die	roll_dice
train-1994	roll them bones!	roll_dice
train-1995	roll dice now	roll_dice
train-1996	go ahead and roll those dice	roll_dice
train-1997	i want to roll a dice	roll_dice
train-1998	what do you get if you roll a six sided dice	roll_dice
train-1999	ai, go ahead and roll the dice	roll_dice
train-2000	repeat the question	repeat
train-2001	i didn't catch that say it again	repeat
train-2002	i didn't hear you, can you repeat that louder	repeat
train-2003	i didn't hear say it again please	repeat
train-2004	could you repeat that, please	repeat
train-2005	i didn't hear, please say it again	repeat
train-2006	just another time please	repeat
train-2007	come again with that	repeat
train-2008	please run that by me again	repeat
train-2009	ai could you say that again	repeat
train-2010	one more time please	repeat
train-2011	will you please repeat what you said	repeat
train-2012	repeat that please	repeat
train-2013	please say it again	repeat
train-2014	i did not quite hear you, can you say it again	repeat
train-2015	would you repeat what you just said	repeat
train-2016	i didnt understand what you just said, can you say it again	repeat
train-2017	can you repeat yourself	repeat
train-2018	what was that	repeat
train-2019	can you say what you just said again	repeat
train-2020	can you please repeat that response	repeat
train-2021	i didn't hear what you said	repeat
train-2022	i would like you to repeat yourself	repeat
train-2023	ai i didn't hear you	repeat
train-2024	say it again please	repeat
train-2025	what did you just mention	repeat
train-2026	ai what was the question	repeat
train-2027	ai please repeat	repeat
train-2028	i missed that last one, please repeat	repeat
train-2029	please repeat over what you said	repeat
train-2030	sorry, i didn't hear you, can you say that gain	repeat
train-2031	i didn't get that, please repeat	repeat
train-2032	i didn't catch that so please repeat it	repeat
train-2033	replay what you just said	repeat
train-2034	i didn't understand what you just said, can you repeat it	repeat
train-2035	say it one more time	repeat
train-2036	i didn't hear what you just said, can you repeat it	repeat
train-2037	i didn't hear you can you repeat that	repeat
train-2038	i must have you repeat that	repeat
train-2039	please repeat yourself	repeat
train-2040	repeat that again	repeat
train-2041	i need you to please repeat that	repeat
train-2042	i did not understand say it again	repeat
train-2043	i didn't hear you	repeat
train-2044	restate the last thing you told me	repeat
train-2045	i did not hear you	repeat
train-2046	i missed what you said, please say it again	repeat
train-2047	i want to have that repeated for me	repeat
train-2048	i need to know again	repeat
train-2049	i couldn't hear you, can you repeat it	repeat
train-2050	can you play music	play_music
train-2051	can you play everlong by foo fighters	play_music
train-2052	please play even flow by pearl jam	play_music
train-2053	may i hear some music by fleet foxes	play_music
train-2054	resume my death metal playlist	play_music
train-2055	play that song called bring the noise	play_music
train-2056	play the song that goes like hey jude don't make it bad	play_music
train-2057	i want to listen to my maroon 5 playlist, play it for me	play_music
train-2058	play heart shaped box	play_music
train-2059	i'd like to hear my workout playlist	play_music
train-2060	can u play the song that sound like bells going off	play_music
train-2061	go ahead and play the song that goes like hey jude don't make it bad	play_music
train-2062	i want to hear pop music	play_music
train-2063	pull up my shower playlist	play_music
train-2064	please play the song that goes like hey jude don't make it bad	play_music
train-2065	let's hear my workout playlist	play_music
train-2066	can i hear my smooth jazz playlist	play_music
train-2067	play the song called blood brothers	play_music
train-2068	turn on the rap playlist	play_music
train-2069	that "baby shark, doo doo," song, i want to hear it	play_music
train-2070	play that song called colony of birchman	play_music
train-2071	can you play your guitar right now	play_music
train-2072	play hey jude	play_music
train-2073	put my workout playlist on	play_music
train-2074	can i get some music by three six mafia in here	play_music
train-2075	can you find music by slow magic to put on	play_music
train-2076	put my music on, please	play_music
train-2077	can you put on music by beach house	play_music
train-2078	can i hear some music by cloud control	play_music
train-2079	play my post-rock playlist	play_music
train-2080	do you have music by elvis	play_music
train-2081	i need for you to play my maroon 5 playlist	play_music
train-2082	play the song with the lyrics, "baby shark, doo doo	play_music
train-2083	i want to hear my shower playlist	play_music
train-2084	can you play me that, "baby shark, doo doo," song	play_music
train-2085	i want to hear my rock playlist	play_music
train-2086	play me some music	play_music
train-2087	what does x’s music sound like	play_music
train-2088	please play come as you are by nirvana	play_music
train-2089	start up some music	play_music
train-2090	turn my drake playlist on	play_music
train-2091	is it okay to listen to elvis' music	play_music
train-2092	play some rock	play_music
train-2093	i want to hear the song that has, "baby shark, doo doo	play_music
train-2094	can you play music by the rolling stones	play_music
train-2095	can you play right above it	play_music
train-2096	play a song for me	play_music
train-2097	i need to play the song that goes like hey jude don't make it bad	play_music
train-2098	yo play that song that go like she take my money	play_music
train-2099	i want to hear my hip hop playlist	play_music
train-2100	am i talking to a real person	are_you_a_bot
train-2101	am i talking to a person or a bot	are_you_a_bot
train-2102	are you a computer	are_you_a_bot
train-2103	how do i know that you're a person	are_you_a_bot
train-2104	are you really a human	are_you_a_bot
train-2105	is this a computer right now or a human being	are_you_a_bot
train-2106	what are you, a bot or human	are_you_a_bot
train-2107	how real are you	are_you_a_bot
train-2108	are an an ai	are_you_a_bot
train-2109	are you an automated assistance	are_you_a_bot
train-2110	are you an ai or can you prove you're human	are_you_a_bot
train-2111	please specify if you are human or computer	are_you_a_bot
train-2112	are your real or artificial	are_you_a_bot
train-2113	tell me if you are a real person or an ai	are_you_a_bot
train-2114	are you a computer, or are you a real person	are_you_a_bot
train-2115	what are you	are_you_a_bot
train-2116	are you an ai or person	are_you_a_bot
train-2117	is there anything real about you	are_you_a_bot
train-2118	tell me if you are a human or a computer	are_you_a_bot
train-2119	can you specify if you are a human or a computer	are_you_a_bot
train-2120	are you a real person or an ai	are_you_a_bot
train-2121	are you a real human being	are_you_a_bot
train-2122	tell me if you are a person or ai	are_you_a_bot
train-2123	so are you a real person	are_you_a_bot
train-2124	are you a real person or a computer	are_you_a_bot
train-2125	are you real or are you an ai	are_you_a_bot
train-2126	am i talking to an actual person	are_you_a_bot
train-2127	do you know if you are a robot	are_you_a_bot
train-2128	are you a live person or a computer	are_you_a_bot
train-2129	would you consider yourself to be a bot	are_you_a_bot
train-2130	are you a real person or software	are_you_a_bot
train-2131	are you ai or a real person please	are_you_a_bot
train-2132	let me know if you are a human or a computer	are_you_a_bot
train-2133	am i talking with a real person	are_you_a_bot
train-2134	do you consider yourself a bot	are_you_a_bot
train-2135	i think you are a bot	are_you_a_bot
train-2136	i want to know if you are a real person or an ai	are_you_a_bot
train-2137	do you know whether you are a human or whether you're a computer	are_you_a_bot
train-2138	prove that you're a person	are_you_a_bot
train-2139	i need to know if you are a real person or an ai	are_you_a_bot
train-2140	are you alive	are_you_a_bot
train-2141	are you ai, or a person	are_you_a_bot
train-2142	are you a bot or a real person	are_you_a_bot
train-2143	are you a human	are_you_a_bot
train-2144	are you a real life person	are_you_a_bot
train-2145	are you a bot or a person	are_you_a_bot
train-2146	are you a computer or a real person	are_you_a_bot
train-2147	can you tell me if you're human or if you're a computer	are_you_a_bot
train-2148	are you human or a bot	are_you_a_bot
train-2149	are you a live being	are_you_a_bot
train-2150	please connect with my smart phone	sync_device
train-2151	help me to disconnect from my phone	sync_device
train-2152	i need to disconnect from my phone	sync_device
train-2153	could you connect with my phone, please	sync_device
train-2154	would you disconnect from my phone	sync_device
train-2155	i would like to pair this with my new phone	sync_device
train-2156	you can disconnect from my phone now	sync_device
train-2157	please connect with my phone	sync_device
train-2158	initiate connection with my phone, please	sync_device
train-2159	disconnect from my phone, please	sync_device
train-2160	please get off my phone connection	sync_device
train-2161	connect with my phone please	sync_device
train-2162	are you able to link to my phone	sync_device
train-2163	please connect to my phone	sync_device
train-2164	i want you to disconnect from my phone	sync_device
train-2165	pair my phone please	sync_device
train-2166	i don't want this phone synced any more	sync_device
train-2167	can we pair this with my new phone	sync_device
train-2168	will you connect to my phone	sync_device
train-2169	establish a connection to my phone	sync_device
train-2170	connect to my phone for me	sync_device
train-2171	could you link with my phone	sync_device
train-2172	can you get access to my phone right now	sync_device
train-2173	do you think you could disconnect from my phone	sync_device
train-2174	i wanna disconnect from my phone	sync_device
train-2175	let's terminate connection to my phone please	sync_device
train-2176	get connected to my phone	sync_device
train-2177	stop syncing with this phone	sync_device
train-2178	disconnect from my phone please	sync_device
train-2179	please link with my phone	sync_device
train-2180	please unsync my phone	sync_device
train-2181	could you connect to my phone	sync_device
train-2182	do you have access to my phone	sync_device
train-2183	can you connect with my phone, please	sync_device
train-2184	you can unsync from my phone now	sync_device
train-2185	pair with my phone	sync_device
train-2186	stop the connection with my phone	sync_device
train-2187	are you able to get into my phone at the moment	sync_device
train-2188	i need you to disconnect from my phone	sync_device
train-2189	can you connect to my phone, please	sync_device
train-2190	desync from my iphone	sync_device
train-2191	pair with my smart phone	sync_device
train-2192	unsync my phone now please	sync_device
train-2193	please get off my phone	sync_device
train-2194	i am going to go ahead and pair this with my new phone	sync_device
train-2195	i want to disconnect the current connection to my phone	sync_device
train-2196	please desync my current mobile	sync_device
train-2197	desync from my phone	sync_device
train-2198	please disconnect from my phone	sync_device
train-2199	quickly disconnect the phone	sync_device
train-2200	do i have anything on my calendar for may 3	calendar
train-2201	is my daughter's birthday on my calendar	calendar
train-2202	can you give me an overview of what march 23 will look like for me	calendar
train-2203	what do i have on my calendar for monday the 1st of march	calendar
train-2204	i want my schedule for march 2	calendar
train-2205	what do i have on my calendar for february 8	calendar
train-2206	let me know my march 2 calendar	calendar
train-2207	remind me of the date of the event called 'anniversary dinner	calendar
train-2208	the 21st, what is on my calendar	calendar
train-2209	tell me what is showing on my calendar for the 17th of march	calendar
train-2210	what events are on my calendar for april 1st	calendar
train-2211	tell me what's on the calendar for saturday	calendar
train-2212	what is showing on my calendar for the 17th of march	calendar
train-2213	what am i supposed to be doing today	calendar
train-2214	read me my schedule for march 2	calendar
train-2215	what do i have going on march 2nd on my calendar	calendar
train-2216	show me my calendar for next sunday	calendar
train-2217	do i have anything on my calendar for march 2nd	calendar
train-2218	what's on my calendar for the 18th of march	calendar
train-2219	did i had my wife and mine anniversary to my calendar	calendar
train-2220	what's in the books for april 30th	calendar
train-2221	are there any events on my calendar for march 2nd	calendar
train-2222	did i put an item on the calendar to get the dog neutered	calendar
train-2223	what does my schedule look like for april 1	calendar
train-2224	do i have 30th birthday party on my calendar	calendar
train-2225	how is my calendar looking for may 6th	calendar
train-2226	what do i have planned on my calendar for next sunday	calendar
train-2227	search my calendar for birthday party	calendar
train-2228	what time is my haircut on wednesday	calendar
train-2229	what is on my schedule for the day of march 5th	calendar
train-2230	what do i have on my calendar for march 2	calendar
train-2231	what items do i have on my calendar for easter	calendar
train-2232	what do i have on my calendar for march 11	calendar
train-2233	do i have anything on my calendar next sunday	calendar
train-2234	what do i have to do on march 2 that's on my calendar	calendar
train-2235	what's happening on may 3rd	calendar
train-2236	on the 26th what is on the table for my calendar	calendar
train-2237	do i have anything on my schedule for may 3	calendar
train-2238	does my calendar include an event called shana's baby shower	calendar
train-2239	does my calendar have anything for january 1st	calendar
train-2240	tell me everything on my calendar for may 1	calendar
train-2241	what do i have scheduled for february 28th	calendar
train-2242	do i have any appointments on tuesday	calendar
train-2243	check my calendar to see if an event called final exams exists	calendar
train-2244	what do i have planned on 3/15	calendar
train-2245	what is currently on my calendar for friday the 1st	calendar
train-2246	i must know what is currently on my calendar for friday the 1st	calendar
train-2247	tell me what is on my calendar for april 1	calendar
train-2248	what is on my calander for valentines day	calendar
train-2249	can you tell me what's on my calendar for march 05, 2019	calendar
train-2250	what are the health benefits i have	insurance
train-2251	what health benefits can i use	insurance
train-2252	what's my health plan	insurance
train-2253	can i obtain health benefits	insurance
train-2254	do you know the health plan i'm on	insurance
train-2255	what is the name of my health insurance	insurance
train-2256	do you know what my health benefits are	insurance
train-2257	what kind of insurance plan am i enrolled in	insurance
train-2258	may i know my insurance benefits	insurance
train-2259	my insurance benefits are what	insurance
train-2260	i need you to tell me what benefits are included in my insurance	insurance
train-2261	what's the healthcare plan i'm on	insurance
train-2262	please find the benefits provided by my insurance	insurance
train-2263	what are my insurance assets	insurance
train-2264	tell me about my insurance benefits	insurance
train-2265	i'm wondering what health plan i'm on	insurance
train-2266	remind me of which insurance plan i'm currently enrolled in	insurance
train-2267	i would like to know all of the covered benefits that are given by my health care plan	insurance
train-2268	list my insurance benefits	insurance
train-2269	what kind of insurance plan am i enrolled in, please	insurance
train-2270	tell me my health plan	insurance
train-2271	what are my insurance perks	insurance
train-2272	can you tell me the name of the insurance plan i'm a member of	insurance
train-2273	what are the benefits i get for my health	insurance
train-2274	can you tell me my insurance benefits	insurance
train-2275	please look up the name of my insurance plan	insurance
train-2276	any word on my healthcare plan	insurance
train-2277	whats included with my insurance	insurance
train-2278	insurance benefit details	insurance
train-2279	what is the aid i get from these health benefits	insurance
train-2280	can you explain my benefits	insurance
train-2281	what's my insurance benefits like	insurance
train-2282	what type of insurance plan am i enrolled in, please	insurance
train-2283	what insurance benefits am i getting	insurance
train-2284	what health plan do i have	insurance
train-2285	give me info on my health plan	insurance
train-2286	what benefits does my health coverage give me	insurance
train-2287	what benefits are included in my package	insurance
train-2288	can you tell me my health plan	insurance
train-2289	what's my current health care plan	insurance
train-2290	what are my insurance amenities	insurance
train-2291	what benefits are associated with my insurance	insurance
train-2292	what was my health plan again	insurance
train-2293	what are my insurance rewards	insurance
train-2294	is it possible for you to let me know what health plan i'm on	insurance
train-2295	can you tell me what is included in my health benefits	insurance
train-2296	where is the list of my insurance benefits	insurance
train-2297	give me information on my health plan	insurance
train-2298	what benefits are available with my insurance	insurance
train-2299	i'm curious what health plan i'm on	insurance
train-2300	do i need a tourist visa for europe	international_visa
train-2301	i want to go to korea, do i need an international visa	international_visa
train-2302	do i need an international visa to go to spain	international_visa
train-2303	does mexico require an international visa	international_visa
train-2304	do i need a visa to leave the country	international_visa
train-2305	do i need a visa to scotland	international_visa
train-2306	does travelling to that place require a visa	international_visa
train-2307	i need to know if i must have an international visa to go to france	international_visa
train-2308	do i need to get a visa for russia	international_visa
train-2309	i am going to germany soon do i need a visa	international_visa
train-2310	do i need a visa to travel to canada	international_visa
train-2311	do i need a travel visa to visit russia	international_visa
train-2312	do i need a visa to russia	international_visa
train-2313	do i need to obtain a travel visa to go on vacation to places in eastern europe	international_visa
train-2314	let me know if i need an international visa to go to sudan	international_visa
train-2315	do i need a visa to travel to jamaica	international_visa
train-2316	will i need a visa to go to moldova	international_visa
train-2317	i'm going to canada soon, do i need a visa	international_visa
train-2318	should i get a travel visa for spain	international_visa
train-2319	i want to see paris will i need an international visa	international_visa
train-2320	do i need to apply for a visa to visit dnipro	international_visa
train-2321	for travel to argentina, do i need to get a travel visa	international_visa
train-2322	if i want to travel to mexico do i need to get a visa	international_visa
train-2323	tell me whether i need an international visa to go to mexico	international_visa
train-2324	do i have to get an international visa before they'll let me in melbourne	international_visa
train-2325	does france have their own version of a visa	international_visa
train-2326	what documents to i need to go to egypt	international_visa
train-2327	might i need to get a visa to travel to venezuela	international_visa
train-2328	israel has strict restrictions do i need a visa to travel there	international_visa
train-2329	am i in need of an international visa to go to france	international_visa
train-2330	do i need a visa to travel to mexico	international_visa
train-2331	do i need a visa to travel to isreal	international_visa
train-2332	do i need a visa to go to cuba	international_visa
train-2333	would i need a tourist visa for brazil	international_visa
train-2334	do i need a travel visa to visit canada	international_visa
train-2335	to visit cambodia, do i need an international visa	international_visa
train-2336	will i have to apply for a visa if i want to visit mexico	international_visa
train-2337	does international travel always require a visa	international_visa
train-2338	would i need a travel visa to go to the congo	international_visa
train-2339	do i need a visa to go to greece	international_visa
train-2340	i'm going to jamaica next week; am i needing a visa	international_visa
train-2341	i'm vacationing in israel will i need a visa	international_visa
train-2342	do i need to bring a visa when i go to canada next month	international_visa
train-2343	if i'm planning to go to the uk, do i need a visa	international_visa
train-2344	i'm going to be going to canada soon, do they require a visa for entry	international_visa
train-2345	do i need a visa to go to somewhere internationally	international_visa
train-2346	i am going to russia and am wondering if i need a visa	international_visa
train-2347	do i need an international visa to enter canada	international_visa
train-2348	do i need an international visa to go to malaysia	international_visa
train-2349	to vacation to tel aviv do i need a travel visa	international_visa
train-2350	i want you to immediatly block any further activity on my bb&t bank account	freeze_account
train-2351	place a block on my capital one account right now	freeze_account
train-2352	i want my account frozen	freeze_account
train-2353	i need to hold off on my account	freeze_account
train-2354	please do a stop on my bank account	freeze_account
train-2355	i need you to block my mutualone account now	freeze_account
train-2356	put a freeze on my bank account	freeze_account
train-2357	stop all payments to my bank account	freeze_account
train-2358	do you mind putting a stop on my bank account	freeze_account
train-2359	can you put a stop on my bank account now	freeze_account
train-2360	don't let payments go through using my bank account	freeze_account
train-2361	please freeze my account	freeze_account
train-2362	put a hold on my bank account please	freeze_account
train-2363	i'd like a block on my charles schwab account immediately	freeze_account
train-2364	place a hold on my bank account	freeze_account
train-2365	please turn my account to frozen	freeze_account
train-2366	can you put a stop on my bank account	freeze_account
train-2367	could you freeze my account, please	freeze_account
train-2368	i'd like a stop placed on my bank account	freeze_account
train-2369	turn off my account	freeze_account
train-2370	i need a block put on my chase account right away	freeze_account
train-2371	stop payments from my bank	freeze_account
train-2372	can i freeze my bank account	freeze_account
train-2373	please freeze my bank account	freeze_account
train-2374	please block my chase account right away	freeze_account
train-2375	dont allow any action on my account	freeze_account
train-2376	help me freeze my bank account, please	freeze_account
train-2377	i'd like to put a freeze on my bank account	freeze_account
train-2378	freeze my bank account	freeze_account
train-2379	i want my bank account frozen	freeze_account
train-2380	please make my account a frozen one	freeze_account
train-2381	put a stop on my deposit account	freeze_account
train-2382	put a hold on my bank of america account right away please	freeze_account
train-2383	freeze my account immediately	freeze_account
train-2384	is it too much trouble to put a stop on my bank account	freeze_account
train-2385	i need you to place a stop on my bank account, thank you	freeze_account
train-2386	can you block my chase account right away please	freeze_account
train-2387	my bank account must be frozen	freeze_account
train-2388	i need a stop placed on my bank account please	freeze_account
train-2389	pause my account	freeze_account
train-2390	could you put a stop on my bank account	freeze_account
train-2391	can you put a stop on my bank account, please	freeze_account
train-2392	please immediatly block my presidential bank account right now	freeze_account
train-2393	i need my account frozen	freeze_account
train-2394	put a hault on my savings account	freeze_account
train-2395	i'd like my account frozen	freeze_account
train-2396	block my chase account asap	freeze_account
train-2397	can you put a block on my chase account right away	freeze_account
train-2398	i would appreciate it if you put a stop on my bank account	freeze_account
train-2399	could you freeze my account now	freeze_account
train-2400	what items are on my shopping list	shopping_list
train-2401	do i have a big shopping list	shopping_list
train-2402	list out my shopping list for me	shopping_list
train-2403	does my shopping list consist of chips	shopping_list
train-2404	i need to know what is on my shopping list	shopping_list
train-2405	does my shopping list include corn	shopping_list
train-2406	i need to know the items on my shopping list	shopping_list
train-2407	whats on my list for shopping	shopping_list
train-2408	display shopping list	shopping_list
train-2409	read my entire shopping list to me	shopping_list
train-2410	are tomatoes on my shopping list	shopping_list
train-2411	list out what is on my shopping list	shopping_list
train-2412	tell me the things on my shopping list	shopping_list
train-2413	what all is on my shopping list	shopping_list
train-2414	my list for shopping has what on it	shopping_list
train-2415	what did i write down on my shopping list this time	shopping_list
